station,date,Latitude,Longitude,airT,ur
Oceanografia,2025-03-07 17:00:00,-5.79524,-35.18359,29.8,71.6
Alecrim,2025-03-07 18:00:00,-5.79807,-35.21727,28.5,75.7
DIM,2025-03-07 18:00:00,-5.87995,-35.29499,27.5,NA
EAJ,2025-03-07 18:00:00,-5.88395,-35.36455,26.9,81.6
Extremoz,2025-03-07 18:00:00,-5.66732,-35.29729,28.1,NA
Felipe camarao,2025-03-07 18:00:00,-5.82232,-35.26118,28.5,74.8
IF Central,2025-03-07 18:00:00,-5.81187,-35.20221,28.6,80.8
IFZN,2025-03-07 18:00:00,-5.74779,-35.26025,28.7,70.4
Lagoa Azul,2025-03-07 18:00:00,-5.72888,-35.2489,28.2,NA
Parnamirim,2025-03-07 18:00:00,-5.93898,-35.266639,27.7,NA
Ponta Negra,2025-03-07 18:00:00,-5.87605,-35.17857,28.2,NA
Oceanografia,2025-03-07 18:00:00,-5.79524,-35.18359,28.6,79.1
Alecrim,2025-03-07 19:00:00,-5.79807,-35.21727,28.3,75
DIM,2025-03-07 19:00:00,-5.87995,-35.29499,27,NA
EAJ,2025-03-07 19:00:00,-5.88395,-35.36455,25.7,86.9
Extremoz,2025-03-07 19:00:00,-5.66732,-35.29729,27.7,NA
Felipe camarao,2025-03-07 19:00:00,-5.82232,-35.26118,28.1,76
IF Central,2025-03-07 19:00:00,-5.81187,-35.20221,28.2,81
IFZN,2025-03-07 19:00:00,-5.74779,-35.26025,28.5,69.9
Lagoa Azul,2025-03-07 19:00:00,-5.72888,-35.2489,28,NA
Parnamirim,2025-03-07 19:00:00,-5.93898,-35.266639,27,NA
Ponta Negra,2025-03-07 19:00:00,-5.87605,-35.17857,28,NA
Oceanografia,2025-03-07 19:00:00,-5.79524,-35.18359,28.5,78.8
Alecrim,2025-03-07 20:00:00,-5.79807,-35.21727,28.2,75.9
DIM,2025-03-07 20:00:00,-5.87995,-35.29499,26.7,NA
EAJ,2025-03-07 20:00:00,-5.88395,-35.36455,24.9,90.6
Extremoz,2025-03-07 20:00:00,-5.66732,-35.29729,27.4,NA
Felipe camarao,2025-03-07 20:00:00,-5.82232,-35.26118,27.7,78.3
IF Central,2025-03-07 20:00:00,-5.81187,-35.20221,28.2,82.3
IFZN,2025-03-07 20:00:00,-5.74779,-35.26025,28.3,71
Lagoa Azul,2025-03-07 20:00:00,-5.72888,-35.2489,27.9,NA
Parnamirim,2025-03-07 20:00:00,-5.93898,-35.266639,26.9,NA
Ponta Negra,2025-03-07 20:00:00,-5.87605,-35.17857,27.9,NA
Oceanografia,2025-03-07 20:00:00,-5.79524,-35.18359,28.5,81
Alecrim,2025-03-07 21:00:00,-5.79807,-35.21727,28.1,77
DIM,2025-03-07 21:00:00,-5.87995,-35.29499,26.4,NA
EAJ,2025-03-07 21:00:00,-5.88395,-35.36455,25,90.8
Extremoz,2025-03-07 21:00:00,-5.66732,-35.29729,27.3,NA
Felipe camarao,2025-03-07 21:00:00,-5.82232,-35.26118,27.5,78.7
IF Central,2025-03-07 21:00:00,-5.81187,-35.20221,28,82.5
IFZN,2025-03-07 21:00:00,-5.74779,-35.26025,28.2,71.5
Lagoa Azul,2025-03-07 21:00:00,-5.72888,-35.2489,27.8,NA
Parnamirim,2025-03-07 21:00:00,-5.93898,-35.266639,26.8,NA
Ponta Negra,2025-03-07 21:00:00,-5.87605,-35.17857,27.9,NA
Oceanografia,2025-03-07 21:00:00,-5.79524,-35.18359,28.5,81.9
Alecrim,2025-03-07 22:00:00,-5.79807,-35.21727,27.8,79.5
DIM,2025-03-07 22:00:00,-5.87995,-35.29499,26.2,NA
EAJ,2025-03-07 22:00:00,-5.88395,-35.36455,24.8,92.6
Extremoz,2025-03-07 22:00:00,-5.66732,-35.29729,27.2,NA
Felipe camarao,2025-03-07 22:00:00,-5.82232,-35.26118,27.1,81.6
IF Central,2025-03-07 22:00:00,-5.81187,-35.20221,27.8,84.4
IFZN,2025-03-07 22:00:00,-5.74779,-35.26025,28,74.6
Lagoa Azul,2025-03-07 22:00:00,-5.72888,-35.2489,27.6,NA
Parnamirim,2025-03-07 22:00:00,-5.93898,-35.266639,26.6,NA
Ponta Negra,2025-03-07 22:00:00,-5.87605,-35.17857,27.6,NA
Oceanografia,2025-03-07 22:00:00,-5.79524,-35.18359,28.4,82.8
Alecrim,2025-03-07 23:00:00,-5.79807,-35.21727,27.7,79.3
DIM,2025-03-07 23:00:00,-5.87995,-35.29499,25.8,NA
EAJ,2025-03-07 23:00:00,-5.88395,-35.36455,24.3,95
Extremoz,2025-03-07 23:00:00,-5.66732,-35.29729,26.9,NA
Felipe camarao,2025-03-07 23:00:00,-5.82232,-35.26118,26.9,81.5
IF Central,2025-03-07 23:00:00,-5.81187,-35.20221,27.7,83.4
IFZN,2025-03-07 23:00:00,-5.74779,-35.26025,27.8,73.8
Lagoa Azul,2025-03-07 23:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-07 23:00:00,-5.93898,-35.266639,25.5,NA
Ponta Negra,2025-03-07 23:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-07 23:00:00,-5.79524,-35.18359,28.3,82
Alecrim,2025-03-08 00:00:00,-5.79807,-35.21727,27.4,78.9
DIM,2025-03-08 00:00:00,-5.87995,-35.29499,24.8,NA
EAJ,2025-03-08 00:00:00,-5.88395,-35.36455,23.9,96.9
Extremoz,2025-03-08 00:00:00,-5.66732,-35.29729,26.5,NA
Felipe camarao,2025-03-08 00:00:00,-5.82232,-35.26118,26.5,83.1
IF Central,2025-03-08 00:00:00,-5.81187,-35.20221,27.6,84
IFZN,2025-03-08 00:00:00,-5.74779,-35.26025,27.5,74
Lagoa Azul,2025-03-08 00:00:00,-5.72888,-35.2489,27.1,NA
Parnamirim,2025-03-08 00:00:00,-5.93898,-35.266639,25,NA
Ponta Negra,2025-03-08 00:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-08 00:00:00,-5.79524,-35.18359,28.2,81.3
Alecrim,2025-03-08 01:00:00,-5.79807,-35.21727,26.5,84.2
DIM,2025-03-08 01:00:00,-5.87995,-35.29499,25,NA
EAJ,2025-03-08 01:00:00,-5.88395,-35.36455,24.3,97.1
Extremoz,2025-03-08 01:00:00,-5.66732,-35.29729,25.5,NA
Felipe camarao,2025-03-08 01:00:00,-5.82232,-35.26118,25.7,88.1
IF Central,2025-03-08 01:00:00,-5.81187,-35.20221,26.5,89.6
IFZN,2025-03-08 01:00:00,-5.74779,-35.26025,26.2,81.9
Lagoa Azul,2025-03-08 01:00:00,-5.72888,-35.2489,25.8,NA
Parnamirim,2025-03-08 01:00:00,-5.93898,-35.266639,25.2,NA
Ponta Negra,2025-03-08 01:00:00,-5.87605,-35.17857,25.8,NA
Oceanografia,2025-03-08 01:00:00,-5.79524,-35.18359,27.5,83.2
Alecrim,2025-03-08 02:00:00,-5.79807,-35.21727,25.9,86.9
DIM,2025-03-08 02:00:00,-5.87995,-35.29499,24.6,NA
EAJ,2025-03-08 02:00:00,-5.88395,-35.36455,24.1,95.4
Extremoz,2025-03-08 02:00:00,-5.66732,-35.29729,25.4,NA
Felipe camarao,2025-03-08 02:00:00,-5.82232,-35.26118,25.4,88
IF Central,2025-03-08 02:00:00,-5.81187,-35.20221,25.7,92.9
IFZN,2025-03-08 02:00:00,-5.74779,-35.26025,26,82
Lagoa Azul,2025-03-08 02:00:00,-5.72888,-35.2489,25.4,NA
Parnamirim,2025-03-08 02:00:00,-5.93898,-35.266639,24.8,NA
Ponta Negra,2025-03-08 02:00:00,-5.87605,-35.17857,25,NA
Oceanografia,2025-03-08 02:00:00,-5.79524,-35.18359,25.8,91.7
Alecrim,2025-03-08 03:00:00,-5.79807,-35.21727,25.6,86
DIM,2025-03-08 03:00:00,-5.87995,-35.29499,24.4,NA
EAJ,2025-03-08 03:00:00,-5.88395,-35.36455,23.5,96.3
Extremoz,2025-03-08 03:00:00,-5.66732,-35.29729,24.8,NA
Felipe camarao,2025-03-08 03:00:00,-5.82232,-35.26118,25,87.3
IF Central,2025-03-08 03:00:00,-5.81187,-35.20221,25.5,91.7
IFZN,2025-03-08 03:00:00,-5.74779,-35.26025,25.6,82.1
Lagoa Azul,2025-03-08 03:00:00,-5.72888,-35.2489,24.8,NA
Parnamirim,2025-03-08 03:00:00,-5.93898,-35.266639,24.6,NA
Ponta Negra,2025-03-08 03:00:00,-5.87605,-35.17857,24.9,NA
Oceanografia,2025-03-08 03:00:00,-5.79524,-35.18359,25.8,90
Alecrim,2025-03-08 04:00:00,-5.79807,-35.21727,25.7,85.2
DIM,2025-03-08 04:00:00,-5.87995,-35.29499,24.3,NA
EAJ,2025-03-08 04:00:00,-5.88395,-35.36455,23.4,96
Extremoz,2025-03-08 04:00:00,-5.66732,-35.29729,24.7,NA
Felipe camarao,2025-03-08 04:00:00,-5.82232,-35.26118,25.1,85.2
IF Central,2025-03-08 04:00:00,-5.81187,-35.20221,25.4,91.4
IFZN,2025-03-08 04:00:00,-5.74779,-35.26025,25.6,81.3
Lagoa Azul,2025-03-08 04:00:00,-5.72888,-35.2489,25,NA
Parnamirim,2025-03-08 04:00:00,-5.93898,-35.266639,24.5,NA
Ponta Negra,2025-03-08 04:00:00,-5.87605,-35.17857,25,NA
Oceanografia,2025-03-08 04:00:00,-5.79524,-35.18359,25.2,92
Alecrim,2025-03-08 05:00:00,-5.79807,-35.21727,25.8,84.5
DIM,2025-03-08 05:00:00,-5.87995,-35.29499,24.3,NA
EAJ,2025-03-08 05:00:00,-5.88395,-35.36455,23.1,97.4
Extremoz,2025-03-08 05:00:00,-5.66732,-35.29729,24.9,NA
Felipe camarao,2025-03-08 05:00:00,-5.82232,-35.26118,24.9,87.3
IF Central,2025-03-08 05:00:00,-5.81187,-35.20221,25.1,93.1
IFZN,2025-03-08 05:00:00,-5.74779,-35.26025,25.6,80.1
Lagoa Azul,2025-03-08 05:00:00,-5.72888,-35.2489,24.8,NA
Parnamirim,2025-03-08 05:00:00,-5.93898,-35.266639,24.3,NA
Ponta Negra,2025-03-08 05:00:00,-5.87605,-35.17857,24.8,NA
Oceanografia,2025-03-08 05:00:00,-5.79524,-35.18359,25.4,91.6
Alecrim,2025-03-08 06:00:00,-5.79807,-35.21727,25.5,85.9
DIM,2025-03-08 06:00:00,-5.87995,-35.29499,24.2,NA
EAJ,2025-03-08 06:00:00,-5.88395,-35.36455,23.7,96.7
Extremoz,2025-03-08 06:00:00,-5.66732,-35.29729,24.6,NA
Felipe camarao,2025-03-08 06:00:00,-5.82232,-35.26118,24.7,87.4
IF Central,2025-03-08 06:00:00,-5.81187,-35.20221,25.2,93.6
IFZN,2025-03-08 06:00:00,-5.74779,-35.26025,25.4,81.6
Lagoa Azul,2025-03-08 06:00:00,-5.72888,-35.2489,24.5,NA
Parnamirim,2025-03-08 06:00:00,-5.93898,-35.266639,24.4,NA
Ponta Negra,2025-03-08 06:00:00,-5.87605,-35.17857,24.6,NA
Oceanografia,2025-03-08 06:00:00,-5.79524,-35.18359,25.8,91.6
Alecrim,2025-03-08 07:00:00,-5.79807,-35.21727,25.6,87.2
DIM,2025-03-08 07:00:00,-5.87995,-35.29499,24.7,NA
EAJ,2025-03-08 07:00:00,-5.88395,-35.36455,24.7,94.1
Extremoz,2025-03-08 07:00:00,-5.66732,-35.29729,26,NA
Felipe camarao,2025-03-08 07:00:00,-5.82232,-35.26118,25,89
IF Central,2025-03-08 07:00:00,-5.81187,-35.20221,25.1,94.4
IFZN,2025-03-08 07:00:00,-5.74779,-35.26025,25.8,81.6
Lagoa Azul,2025-03-08 07:00:00,-5.72888,-35.2489,25.3,NA
Parnamirim,2025-03-08 07:00:00,-5.93898,-35.266639,25.5,NA
Ponta Negra,2025-03-08 07:00:00,-5.87605,-35.17857,24.6,NA
Oceanografia,2025-03-08 07:00:00,-5.79524,-35.18359,26.2,89.2
Alecrim,2025-03-08 08:00:00,-5.79807,-35.21727,28,78.1
DIM,2025-03-08 08:00:00,-5.87995,-35.29499,27.6,NA
EAJ,2025-03-08 08:00:00,-5.88395,-35.36455,31.4,67.8
Extremoz,2025-03-08 08:00:00,-5.66732,-35.29729,26.6,NA
Felipe camarao,2025-03-08 08:00:00,-5.82232,-35.26118,28.5,76.8
IF Central,2025-03-08 08:00:00,-5.81187,-35.20221,27.2,87.3
IFZN,2025-03-08 08:00:00,-5.74779,-35.26025,27.7,74.7
Lagoa Azul,2025-03-08 08:00:00,-5.72888,-35.2489,28,NA
Parnamirim,2025-03-08 08:00:00,-5.93898,-35.266639,29.5,NA
Ponta Negra,2025-03-08 08:00:00,-5.87605,-35.17857,26.2,NA
Oceanografia,2025-03-08 08:00:00,-5.79524,-35.18359,28.9,79.6
Alecrim,2025-03-08 09:00:00,-5.79807,-35.21727,29,73.8
DIM,2025-03-08 09:00:00,-5.87995,-35.29499,30.1,NA
EAJ,2025-03-08 09:00:00,-5.88395,-35.36455,33.1,63.6
Extremoz,2025-03-08 09:00:00,-5.66732,-35.29729,27,NA
Felipe camarao,2025-03-08 09:00:00,-5.82232,-35.26118,28.6,74.3
IF Central,2025-03-08 09:00:00,-5.81187,-35.20221,28.6,80
IFZN,2025-03-08 09:00:00,-5.74779,-35.26025,29.2,69.2
Lagoa Azul,2025-03-08 09:00:00,-5.72888,-35.2489,29.1,NA
Parnamirim,2025-03-08 09:00:00,-5.93898,-35.266639,30.9,NA
Ponta Negra,2025-03-08 09:00:00,-5.87605,-35.17857,27.8,NA
Oceanografia,2025-03-08 09:00:00,-5.79524,-35.18359,29.7,76.5
Alecrim,2025-03-08 10:00:00,-5.79807,-35.21727,31.8,65.1
DIM,2025-03-08 10:00:00,-5.87995,-35.29499,31.7,NA
EAJ,2025-03-08 10:00:00,-5.88395,-35.36455,36,57.9
Extremoz,2025-03-08 10:00:00,-5.66732,-35.29729,29.2,NA
Felipe camarao,2025-03-08 10:00:00,-5.82232,-35.26118,29.8,70.2
IF Central,2025-03-08 10:00:00,-5.81187,-35.20221,31,73.7
IFZN,2025-03-08 10:00:00,-5.74779,-35.26025,30.5,64.7
Lagoa Azul,2025-03-08 10:00:00,-5.72888,-35.2489,31.7,NA
Parnamirim,2025-03-08 10:00:00,-5.93898,-35.266639,31.5,NA
Ponta Negra,2025-03-08 10:00:00,-5.87605,-35.17857,31.3,NA
Oceanografia,2025-03-08 10:00:00,-5.79524,-35.18359,33.5,66.6
Alecrim,2025-03-08 11:00:00,-5.79807,-35.21727,30.6,65.5
DIM,2025-03-08 11:00:00,-5.87995,-35.29499,33.5,NA
EAJ,2025-03-08 11:00:00,-5.88395,-35.36455,35.5,58.4
Extremoz,2025-03-08 11:00:00,-5.66732,-35.29729,32,NA
Felipe camarao,2025-03-08 11:00:00,-5.82232,-35.26118,30.8,62.6
IF Central,2025-03-08 11:00:00,-5.81187,-35.20221,30.7,74.2
IFZN,2025-03-08 11:00:00,-5.74779,-35.26025,31.1,59.8
Lagoa Azul,2025-03-08 11:00:00,-5.72888,-35.2489,32.5,NA
Parnamirim,2025-03-08 11:00:00,-5.93898,-35.266639,31.7,NA
Ponta Negra,2025-03-08 11:00:00,-5.87605,-35.17857,30.6,NA
Oceanografia,2025-03-08 11:00:00,-5.79524,-35.18359,30.3,71.9
Alecrim,2025-03-08 12:00:00,-5.79807,-35.21727,28.6,75.7
DIM,2025-03-08 12:00:00,-5.87995,-35.29499,28.3,NA
EAJ,2025-03-08 12:00:00,-5.88395,-35.36455,39.5,50.7
Extremoz,2025-03-08 12:00:00,-5.66732,-35.29729,29.2,NA
Felipe camarao,2025-03-08 12:00:00,-5.82232,-35.26118,28.6,72.9
IF Central,2025-03-08 12:00:00,-5.81187,-35.20221,27.7,83.9
IFZN,2025-03-08 12:00:00,-5.74779,-35.26025,28.1,70.3
Lagoa Azul,2025-03-08 12:00:00,-5.72888,-35.2489,27.7,NA
Parnamirim,2025-03-08 12:00:00,-5.93898,-35.266639,30.1,NA
Ponta Negra,2025-03-08 12:00:00,-5.87605,-35.17857,24.9,NA
Oceanografia,2025-03-08 12:00:00,-5.79524,-35.18359,26.2,84.3
Alecrim,2025-03-08 13:00:00,-5.79807,-35.21727,28.7,73.3
DIM,2025-03-08 13:00:00,-5.87995,-35.29499,30.2,NA
EAJ,2025-03-08 13:00:00,-5.88395,-35.36455,31.3,75.4
Extremoz,2025-03-08 13:00:00,-5.66732,-35.29729,25.6,NA
Felipe camarao,2025-03-08 13:00:00,-5.82232,-35.26118,28.3,76.4
IF Central,2025-03-08 13:00:00,-5.81187,-35.20221,28,83.2
IFZN,2025-03-08 13:00:00,-5.74779,-35.26025,27.4,75.8
Lagoa Azul,2025-03-08 13:00:00,-5.72888,-35.2489,28.3,NA
Parnamirim,2025-03-08 13:00:00,-5.93898,-35.266639,30.3,NA
Ponta Negra,2025-03-08 13:00:00,-5.87605,-35.17857,27.7,NA
Oceanografia,2025-03-08 13:00:00,-5.79524,-35.18359,28.9,77.4
Alecrim,2025-03-08 14:00:00,-5.79807,-35.21727,28.1,78.8
DIM,2025-03-08 14:00:00,-5.87995,-35.29499,25.7,NA
EAJ,2025-03-08 14:00:00,-5.88395,-35.36455,33.4,70.4
Extremoz,2025-03-08 14:00:00,-5.66732,-35.29729,27,NA
Felipe camarao,2025-03-08 14:00:00,-5.82232,-35.26118,28.2,74.8
IF Central,2025-03-08 14:00:00,-5.81187,-35.20221,27,88.3
IFZN,2025-03-08 14:00:00,-5.74779,-35.26025,27.8,76
Lagoa Azul,2025-03-08 14:00:00,-5.72888,-35.2489,27.6,NA
Parnamirim,2025-03-08 14:00:00,-5.93898,-35.266639,29.8,NA
Ponta Negra,2025-03-08 14:00:00,-5.87605,-35.17857,26.7,NA
Oceanografia,2025-03-08 14:00:00,-5.79524,-35.18359,27.1,83.1
Alecrim,2025-03-08 15:00:00,-5.79807,-35.21727,26.1,89.9
DIM,2025-03-08 15:00:00,-5.87995,-35.29499,26.7,NA
EAJ,2025-03-08 15:00:00,-5.88395,-35.36455,26.6,94.2
Extremoz,2025-03-08 15:00:00,-5.66732,-35.29729,24.2,NA
Felipe camarao,2025-03-08 15:00:00,-5.82232,-35.26118,26.3,90.3
IF Central,2025-03-08 15:00:00,-5.81187,-35.20221,26.2,95.4
IFZN,2025-03-08 15:00:00,-5.74779,-35.26025,25.4,90.5
Lagoa Azul,2025-03-08 15:00:00,-5.72888,-35.2489,25.1,NA
Parnamirim,2025-03-08 15:00:00,-5.93898,-35.266639,28.2,NA
Ponta Negra,2025-03-08 15:00:00,-5.87605,-35.17857,26.4,NA
Oceanografia,2025-03-08 15:00:00,-5.79524,-35.18359,27.5,90.1
Alecrim,2025-03-08 16:00:00,-5.79807,-35.21727,27.6,84.9
DIM,2025-03-08 16:00:00,-5.87995,-35.29499,27.1,NA
EAJ,2025-03-08 16:00:00,-5.88395,-35.36455,26.5,96.3
Extremoz,2025-03-08 16:00:00,-5.66732,-35.29729,25.6,NA
Felipe camarao,2025-03-08 16:00:00,-5.82232,-35.26118,27.1,86.6
IF Central,2025-03-08 16:00:00,-5.81187,-35.20221,27,89.7
IFZN,2025-03-08 16:00:00,-5.74779,-35.26025,27.4,87.4
Lagoa Azul,2025-03-08 16:00:00,-5.72888,-35.2489,26.6,NA
Parnamirim,2025-03-08 16:00:00,-5.93898,-35.266639,27.9,NA
Ponta Negra,2025-03-08 16:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-08 16:00:00,-5.79524,-35.18359,28.4,84.1
Alecrim,2025-03-08 17:00:00,-5.79807,-35.21727,27.3,85.2
DIM,2025-03-08 17:00:00,-5.87995,-35.29499,26.8,NA
EAJ,2025-03-08 17:00:00,-5.88395,-35.36455,26.5,95.5
Extremoz,2025-03-08 17:00:00,-5.66732,-35.29729,24.5,NA
Felipe camarao,2025-03-08 17:00:00,-5.82232,-35.26118,26.8,87.4
IF Central,2025-03-08 17:00:00,-5.81187,-35.20221,26.8,92.9
IFZN,2025-03-08 17:00:00,-5.74779,-35.26025,27.2,83.8
Lagoa Azul,2025-03-08 17:00:00,-5.72888,-35.2489,26.1,NA
Parnamirim,2025-03-08 17:00:00,-5.93898,-35.266639,27.4,NA
Ponta Negra,2025-03-08 17:00:00,-5.87605,-35.17857,27,NA
Oceanografia,2025-03-08 17:00:00,-5.79524,-35.18359,28.5,85.7
Alecrim,2025-03-08 18:00:00,-5.79807,-35.21727,27.1,86.8
DIM,2025-03-08 18:00:00,-5.87995,-35.29499,25.9,NA
EAJ,2025-03-08 18:00:00,-5.88395,-35.36455,25.5,96.7
Extremoz,2025-03-08 18:00:00,-5.66732,-35.29729,24.9,NA
Felipe camarao,2025-03-08 18:00:00,-5.82232,-35.26118,26.5,89.5
IF Central,2025-03-08 18:00:00,-5.81187,-35.20221,26.7,93.5
IFZN,2025-03-08 18:00:00,-5.74779,-35.26025,27,84.9
Lagoa Azul,2025-03-08 18:00:00,-5.72888,-35.2489,25.6,NA
Parnamirim,2025-03-08 18:00:00,-5.93898,-35.266639,26.5,NA
Ponta Negra,2025-03-08 18:00:00,-5.87605,-35.17857,27.1,NA
Oceanografia,2025-03-08 18:00:00,-5.79524,-35.18359,28,88.8
Alecrim,2025-03-08 19:00:00,-5.79807,-35.21727,27.1,86.8
DIM,2025-03-08 19:00:00,-5.87995,-35.29499,25.8,NA
EAJ,2025-03-08 19:00:00,-5.88395,-35.36455,25.2,97.9
Extremoz,2025-03-08 19:00:00,-5.66732,-35.29729,23.6,NA
Felipe camarao,2025-03-08 19:00:00,-5.82232,-35.26118,26.5,88.8
IF Central,2025-03-08 19:00:00,-5.81187,-35.20221,26.7,93.4
IFZN,2025-03-08 19:00:00,-5.74779,-35.26025,26.7,85.2
Lagoa Azul,2025-03-08 19:00:00,-5.72888,-35.2489,24.9,NA
Parnamirim,2025-03-08 19:00:00,-5.93898,-35.266639,26.3,NA
Ponta Negra,2025-03-08 19:00:00,-5.87605,-35.17857,26.8,NA
Oceanografia,2025-03-08 19:00:00,-5.79524,-35.18359,27.2,88.8
Alecrim,2025-03-08 20:00:00,-5.79807,-35.21727,27.3,82.3
DIM,2025-03-08 20:00:00,-5.87995,-35.29499,25.6,NA
EAJ,2025-03-08 20:00:00,-5.88395,-35.36455,25.4,98.4
Extremoz,2025-03-08 20:00:00,-5.66732,-35.29729,24.6,NA
Felipe camarao,2025-03-08 20:00:00,-5.82232,-35.26118,26.2,89.5
IF Central,2025-03-08 20:00:00,-5.81187,-35.20221,26.6,91.3
IFZN,2025-03-08 20:00:00,-5.74779,-35.26025,26.7,83.6
Lagoa Azul,2025-03-08 20:00:00,-5.72888,-35.2489,25.8,NA
Parnamirim,2025-03-08 20:00:00,-5.93898,-35.266639,26.1,NA
Ponta Negra,2025-03-08 20:00:00,-5.87605,-35.17857,27,NA
Oceanografia,2025-03-08 20:00:00,-5.79524,-35.18359,28.2,85.6
Alecrim,2025-03-08 21:00:00,-5.79807,-35.21727,26.5,85.7
DIM,2025-03-08 21:00:00,-5.87995,-35.29499,25.2,NA
EAJ,2025-03-08 21:00:00,-5.88395,-35.36455,24.4,97.5
Extremoz,2025-03-08 21:00:00,-5.66732,-35.29729,25,NA
Felipe camarao,2025-03-08 21:00:00,-5.82232,-35.26118,25.8,88.7
IF Central,2025-03-08 21:00:00,-5.81187,-35.20221,26.3,92
IFZN,2025-03-08 21:00:00,-5.74779,-35.26025,26.3,83.7
Lagoa Azul,2025-03-08 21:00:00,-5.72888,-35.2489,25.7,NA
Parnamirim,2025-03-08 21:00:00,-5.93898,-35.266639,25.3,NA
Ponta Negra,2025-03-08 21:00:00,-5.87605,-35.17857,26,NA
Oceanografia,2025-03-08 21:00:00,-5.79524,-35.18359,27.3,87.1
Alecrim,2025-03-08 22:00:00,-5.79807,-35.21727,24.8,92.2
DIM,2025-03-08 22:00:00,-5.87995,-35.29499,24.6,NA
EAJ,2025-03-08 22:00:00,-5.88395,-35.36455,24.4,98.2
Extremoz,2025-03-08 22:00:00,-5.66732,-35.29729,22.9,NA
Felipe camarao,2025-03-08 22:00:00,-5.82232,-35.26118,24.4,95.7
IF Central,2025-03-08 22:00:00,-5.81187,-35.20221,24.4,98.1
IFZN,2025-03-08 22:00:00,-5.74779,-35.26025,24.4,91.7
Lagoa Azul,2025-03-08 22:00:00,-5.72888,-35.2489,23.3,NA
Parnamirim,2025-03-08 22:00:00,-5.93898,-35.266639,24.9,NA
Ponta Negra,2025-03-08 22:00:00,-5.87605,-35.17857,24.6,NA
Oceanografia,2025-03-08 22:00:00,-5.79524,-35.18359,26.4,93.7
Alecrim,2025-03-08 23:00:00,-5.79807,-35.21727,24.4,95
DIM,2025-03-08 23:00:00,-5.87995,-35.29499,24.5,NA
EAJ,2025-03-08 23:00:00,-5.88395,-35.36455,24.4,98.9
Extremoz,2025-03-08 23:00:00,-5.66732,-35.29729,23.3,NA
Felipe camarao,2025-03-08 23:00:00,-5.82232,-35.26118,24.4,96.2
IF Central,2025-03-08 23:00:00,-5.81187,-35.20221,24.8,99.5
IFZN,2025-03-08 23:00:00,-5.74779,-35.26025,24.5,92.1
Lagoa Azul,2025-03-08 23:00:00,-5.72888,-35.2489,23.2,NA
Parnamirim,2025-03-08 23:00:00,-5.93898,-35.266639,24.8,NA
Ponta Negra,2025-03-08 23:00:00,-5.87605,-35.17857,24.5,NA
Oceanografia,2025-03-08 23:00:00,-5.79524,-35.18359,28.3,95.2
Alecrim,2025-03-09 00:00:00,-5.79807,-35.21727,24.8,95.3
DIM,2025-03-09 00:00:00,-5.87995,-35.29499,24.3,NA
EAJ,2025-03-09 00:00:00,-5.88395,-35.36455,24.4,99.1
Extremoz,2025-03-09 00:00:00,-5.66732,-35.29729,23.6,NA
Felipe camarao,2025-03-09 00:00:00,-5.82232,-35.26118,24.5,96.6
IF Central,2025-03-09 00:00:00,-5.81187,-35.20221,24.8,99.9
IFZN,2025-03-09 00:00:00,-5.74779,-35.26025,24.7,92.1
Lagoa Azul,2025-03-09 00:00:00,-5.72888,-35.2489,24,NA
Parnamirim,2025-03-09 00:00:00,-5.93898,-35.266639,24.8,NA
Ponta Negra,2025-03-09 00:00:00,-5.87605,-35.17857,24.6,NA
Oceanografia,2025-03-09 00:00:00,-5.79524,-35.18359,27.8,95.6
Alecrim,2025-03-09 01:00:00,-5.79807,-35.21727,24.9,93.4
DIM,2025-03-09 01:00:00,-5.87995,-35.29499,24.1,NA
EAJ,2025-03-09 01:00:00,-5.88395,-35.36455,24,98.9
Extremoz,2025-03-09 01:00:00,-5.66732,-35.29729,23.9,NA
Felipe camarao,2025-03-09 01:00:00,-5.82232,-35.26118,24.4,96.2
IF Central,2025-03-09 01:00:00,-5.81187,-35.20221,24.6,99.9
IFZN,2025-03-09 01:00:00,-5.74779,-35.26025,24.8,92.2
Lagoa Azul,2025-03-09 01:00:00,-5.72888,-35.2489,24.2,NA
Parnamirim,2025-03-09 01:00:00,-5.93898,-35.266639,24.6,NA
Ponta Negra,2025-03-09 01:00:00,-5.87605,-35.17857,24.5,NA
Oceanografia,2025-03-09 01:00:00,-5.79524,-35.18359,27.5,95.5
Alecrim,2025-03-09 02:00:00,-5.79807,-35.21727,25,93.1
DIM,2025-03-09 02:00:00,-5.87995,-35.29499,23.9,NA
EAJ,2025-03-09 02:00:00,-5.88395,-35.36455,23.8,99
Extremoz,2025-03-09 02:00:00,-5.66732,-35.29729,23.8,NA
Felipe camarao,2025-03-09 02:00:00,-5.82232,-35.26118,24.2,95.9
IF Central,2025-03-09 02:00:00,-5.81187,-35.20221,24.5,99.7
IFZN,2025-03-09 02:00:00,-5.74779,-35.26025,24.6,92.3
Lagoa Azul,2025-03-09 02:00:00,-5.72888,-35.2489,24,NA
Parnamirim,2025-03-09 02:00:00,-5.93898,-35.266639,24.2,NA
